post_id,post_type,likes,shares,comments
4547,carousel,537,242,222
4548,static_image,500,73,448
4549,static_image,878,5,169
4550,reels,530,136,75
4551,reels,722,281,197
4552,static_image,734,54,254
4553,reels,816,297,110
4554,carousel,274,268,76
4555,carousel,280,47,390
4556,carousel,784,211,154
4557,static_image,157,132,125
4558,reels,239,159,178
4559,static_image,523,271,274
4560,static_image,954,141,399
4561,carousel,385,221,201
4562,static_image,198,22,392
4563,reels,697,29,416
4564,carousel,236,12,83
4565,static_image,84,126,92
4566,reels,380,10,302
4567,reels,545,181,106
4568,static_image,940,300,217
4569,reels,269,237,328
4570,reels,608,230,70
4571,static_image,336,268,483
4572,reels,395,100,140
4573,reels,876,254,405
4574,static_image,517,54,352
4575,reels,831,270,144
4576,carousel,850,192,228
4577,static_image,76,283,74
4578,carousel,282,239,434
4579,carousel,173,286,374
4580,reels,179,182,167
4581,reels,496,288,491
4582,carousel,937,263,103
4583,reels,889,266,109
4584,carousel,910,118,407
4585,carousel,253,186,279
4586,static_image,848,82,298
4587,static_image,587,29,419
4588,static_image,421,281,127
4589,static_image,593,90,201
4590,carousel,152,89,335
4591,static_image,929,120,441
4592,static_image,205,281,492
4593,static_image,484,108,152
4594,carousel,460,156,209
4595,static_image,481,248,249
4596,reels,189,158,10
4597,carousel,307,289,352
4598,reels,263,39,40
4599,reels,193,78,256
4600,carousel,832,129,210
4601,carousel,711,219,210
4602,static_image,248,132,437
4603,reels,122,120,495
4604,reels,193,210,73
4605,static_image,807,82,115
4606,reels,195,146,399
4607,reels,61,65,276
4608,reels,586,57,405
4609,static_image,662,246,128
4610,static_image,498,157,430
4611,carousel,604,237,88
4612,carousel,951,179,458
4613,reels,91,200,439
4614,reels,165,243,228
4615,static_image,222,254,398
4616,reels,280,272,62
4617,carousel,799,190,133
4618,static_image,556,226,225
4619,carousel,703,58,452
4620,reels,912,146,473
4621,reels,705,265,178
4622,reels,732,133,192
4623,carousel,63,56,375
4624,reels,298,258,123
4625,static_image,494,141,63
4626,static_image,549,292,320
4627,static_image,434,270,455
4628,static_image,441,26,318
4629,carousel,654,55,304
4630,carousel,170,127,194
4631,static_image,738,220,427
4632,reels,785,25,187
4633,static_image,857,230,446
4634,reels,637,272,29
4635,reels,882,226,352
4636,carousel,271,295,102
4637,carousel,695,173,60
4638,reels,992,216,420
4639,carousel,796,238,444
4640,reels,417,181,190
4641,carousel,333,233,411
4642,carousel,382,239,367
4643,static_image,319,87,117
4644,static_image,839,285,341
4645,reels,808,210,395
4646,reels,849,93,442
4647,reels,927,50,180
4648,reels,681,280,388
4649,carousel,374,161,61
4650,static_image,142,212,170
4651,static_image,559,100,397
4652,reels,257,140,448
4653,static_image,547,184,182
4654,reels,967,190,396
4655,carousel,222,170,18
4656,carousel,244,163,475
4657,static_image,767,291,161
4658,static_image,601,96,213
4659,static_image,762,43,111
4660,carousel,142,212,446
4661,reels,199,179,282
4662,reels,456,73,481
4663,reels,156,155,324
4664,static_image,134,170,125
4665,reels,895,25,135
4666,static_image,208,145,23
4667,reels,279,117,135
4668,carousel,500,115,84
4669,carousel,353,129,20
4670,static_image,544,229,222
4671,static_image,614,295,108
4672,reels,240,270,307
4673,reels,692,299,464
4674,reels,814,138,371
4675,reels,872,139,230
4676,reels,423,125,173
4677,static_image,415,44,500
4678,static_image,187,169,450
4679,static_image,302,280,306
4680,carousel,148,264,372
4681,reels,598,165,63
4682,static_image,283,183,377
4683,static_image,710,288,430
4684,carousel,526,142,304
4685,carousel,521,229,264
4686,static_image,496,38,498
4687,carousel,72,291,239
4688,static_image,715,34,468
4689,reels,538,80,42
4690,static_image,412,38,498
4691,static_image,332,296,139
4692,static_image,78,256,230
4693,static_image,832,73,212
4694,carousel,727,236,168
4695,static_image,763,160,179
4696,carousel,633,265,494
4697,reels,197,281,358
4698,static_image,372,8,322
4699,carousel,779,188,310
4700,carousel,843,41,324
4701,carousel,592,216,383
4702,carousel,800,104,137
4703,static_image,842,96,437
4704,carousel,80,258,383
4705,carousel,389,50,58
4706,reels,637,203,422
4707,reels,440,247,80
4708,reels,237,54,169
4709,reels,231,225,460
4710,reels,561,51,104
4711,reels,461,107,126
4712,reels,712,46,183
4713,reels,819,53,278
4714,reels,70,36,295
4715,carousel,749,196,58
4716,carousel,51,275,16
4717,carousel,384,201,166
4718,carousel,869,295,298
4719,reels,929,40,499
4720,carousel,243,260,103
4721,static_image,273,181,59
4722,static_image,984,84,317
4723,reels,637,95,466
4724,reels,773,95,269
4725,carousel,883,232,25
4726,static_image,89,280,464
4727,carousel,876,164,488
4728,reels,160,183,359
4729,carousel,654,270,95
4730,carousel,559,103,318
4731,carousel,677,177,490
4732,reels,1000,285,435
4733,reels,852,234,493
4734,carousel,734,288,43
4735,reels,302,192,82
4736,carousel,887,256,106
4737,reels,92,188,40
4738,reels,880,55,444
4739,static_image,143,169,476
4740,static_image,626,299,369
4741,static_image,584,206,397
4742,static_image,708,107,154
4743,reels,188,234,400
4744,carousel,349,223,216
4745,reels,436,47,261
4746,carousel,553,58,174
4747,static_image,545,204,166
4748,reels,855,152,404
4749,static_image,765,33,280
4750,carousel,242,50,167
4751,static_image,815,297,287
4752,carousel,706,165,388
4753,carousel,597,19,34
4754,reels,444,101,190
4755,static_image,103,227,388
4756,static_image,586,96,270
4757,reels,747,27,476
4758,carousel,151,239,496
4759,carousel,963,118,374
4760,reels,124,109,263
4761,carousel,634,12,33
4762,reels,260,64,483
4763,reels,54,128,347
4764,reels,231,204,433
4765,carousel,430,210,32
4766,carousel,195,131,328
4767,static_image,314,221,358
4768,static_image,777,163,114
4769,static_image,804,144,219
4770,static_image,60,217,431
4771,reels,436,147,441
4772,carousel,886,254,139
4773,static_image,60,207,31
4774,static_image,835,234,75
4775,static_image,756,119,46
4776,static_image,167,64,91
4777,reels,118,98,284
4778,reels,221,136,499
4779,static_image,782,208,155
4780,static_image,343,150,448
4781,static_image,317,60,399
4782,carousel,454,108,496
4783,carousel,618,259,112
4784,carousel,580,23,250
4785,reels,161,62,127
4786,carousel,903,203,104
4787,carousel,830,39,133
4788,reels,680,194,234
4789,static_image,196,231,315
4790,carousel,728,262,402
4791,carousel,836,112,381
4792,reels,94,296,17
4793,carousel,399,133,481
4794,carousel,408,241,112
4795,static_image,107,205,204
4796,carousel,348,263,42
4797,carousel,238,104,181
4798,static_image,788,229,22
4799,reels,121,130,318
4800,static_image,344,290,92
4801,carousel,610,167,39
4802,carousel,751,38,219
4803,static_image,597,13,326
4804,static_image,223,169,199
4805,carousel,196,58,360
4806,carousel,56,200,11
4807,static_image,109,203,403
4808,static_image,172,119,400
4809,static_image,86,293,289
4810,carousel,70,248,489
4811,static_image,710,202,154
4812,static_image,680,203,240
4813,static_image,293,256,323
4814,reels,403,237,255
4815,carousel,515,279,460
4816,reels,279,78,156
4817,static_image,798,94,208
4818,reels,953,87,198
4819,static_image,71,226,422
4820,reels,197,26,245
4821,reels,777,282,446
4822,carousel,461,69,440
4823,static_image,411,111,492
4824,reels,481,218,245
4825,static_image,513,232,497
4826,reels,524,191,182
4827,reels,731,209,78
4828,static_image,592,110,135
4829,carousel,779,102,301
4830,carousel,944,191,470
4831,reels,611,214,201
4832,static_image,364,114,211
4833,carousel,531,60,287
4834,static_image,513,158,473
4835,static_image,472,31,112
4836,carousel,395,287,465
4837,carousel,725,201,489
4838,static_image,492,97,492
4839,reels,74,110,207
4840,static_image,733,93,149
4841,static_image,746,293,403
4842,carousel,706,210,304
4843,carousel,204,215,172
4844,reels,301,71,400
4845,reels,373,276,386
4846,static_image,946,23,356
4847,carousel,855,38,53
4848,carousel,58,32,179
4849,carousel,370,187,113
4850,static_image,204,114,167
4851,carousel,421,166,308
4852,reels,536,178,370
4853,carousel,346,160,61
4854,static_image,213,82,93
4855,reels,171,277,476
4856,static_image,469,86,297
4857,static_image,693,245,368
4858,reels,756,132,68
4859,static_image,200,232,59
4860,carousel,188,200,252
4861,reels,538,92,402
4862,carousel,650,190,486
4863,reels,648,297,103
4864,reels,965,15,261
4865,static_image,630,181,463
4866,reels,137,194,45
4867,carousel,188,158,356
4868,reels,988,81,66
4869,static_image,251,169,159
4870,static_image,861,47,191
4871,static_image,868,258,18
4872,static_image,962,218,96
4873,reels,921,134,108
4874,static_image,336,271,472
4875,carousel,551,168,473
4876,carousel,103,127,368
4877,reels,319,234,231
4878,reels,91,144,393
4879,static_image,519,46,180
4880,static_image,82,71,456
4881,static_image,60,298,19
4882,reels,439,107,473
4883,reels,439,203,28
4884,static_image,738,143,366
4885,reels,393,192,421
4886,static_image,924,222,218
4887,static_image,400,72,492
4888,reels,786,138,292
4889,carousel,550,149,146
4890,carousel,985,235,480
4891,static_image,136,168,451
4892,static_image,967,63,21
4893,carousel,875,59,134
4894,carousel,231,196,43
4895,carousel,635,126,408
4896,carousel,934,43,14
4897,static_image,63,179,455
4898,static_image,122,84,308
4899,static_image,942,240,333
4900,reels,854,59,323
4901,carousel,107,76,112
4902,static_image,998,46,105
4903,carousel,785,51,11
4904,reels,860,124,117
4905,carousel,784,45,208
4906,reels,690,276,108
4907,reels,887,106,372
4908,reels,669,100,250
4909,reels,799,36,236
4910,carousel,569,8,50
4911,carousel,252,139,83
4912,static_image,639,101,368
4913,carousel,769,43,106
4914,carousel,918,169,397
4915,carousel,216,207,335
4916,static_image,353,216,269
4917,static_image,342,116,228
4918,reels,894,181,386
4919,carousel,593,8,345
4920,static_image,307,149,396
4921,carousel,116,36,42
4922,reels,402,35,327
4923,reels,131,233,16
4924,static_image,740,50,173
4925,static_image,839,190,367
4926,static_image,670,38,301
4927,reels,794,168,240
4928,reels,810,250,199
4929,reels,357,255,170
4930,static_image,812,102,126
4931,static_image,224,26,363
4932,reels,469,243,460
4933,reels,382,211,247
4934,reels,513,83,82
4935,static_image,818,202,224
4936,carousel,944,76,413
4937,reels,440,81,214
4938,reels,64,227,415
4939,static_image,977,93,87
4940,static_image,238,116,58
4941,carousel,450,246,86
4942,reels,395,106,21
4943,reels,451,86,165
4944,static_image,334,121,107
4945,reels,671,260,231
4946,reels,922,86,259
4947,static_image,111,185,64
4948,carousel,381,249,321
4949,reels,194,125,275
4950,reels,872,115,223
4951,reels,63,162,333
4952,carousel,396,164,360
4953,static_image,489,67,316
4954,carousel,592,149,184
4955,static_image,432,70,199
4956,static_image,534,37,19
4957,reels,428,218,136
4958,carousel,384,124,475
4959,reels,699,248,412
4960,reels,618,179,305
4961,reels,765,104,471
4962,carousel,379,298,476
4963,carousel,775,126,426
4964,carousel,550,293,250
4965,carousel,370,266,460
4966,carousel,443,80,329
4967,reels,133,275,261
4968,reels,667,141,44
4969,reels,448,103,415
4970,reels,778,78,196
4971,carousel,535,131,124
4972,static_image,53,172,192
4973,static_image,544,292,84
4974,reels,377,253,170
4975,static_image,954,279,112
4976,static_image,242,66,161
4977,static_image,112,104,278
4978,static_image,339,132,414
4979,reels,483,10,162
4980,reels,259,78,161
4981,carousel,79,220,50
4982,reels,526,80,238
4983,static_image,441,289,90
4984,static_image,504,165,65
4985,reels,516,146,111
4986,static_image,671,237,155
4987,carousel,650,70,175
4988,carousel,176,31,454
4989,reels,615,249,198
4990,carousel,372,197,291
4991,carousel,693,227,340
4992,reels,455,96,177
4993,static_image,906,22,339
4994,reels,381,294,397
4995,static_image,90,266,38
4996,static_image,784,72,264
4997,carousel,999,39,81
4998,carousel,154,272,93
4999,static_image,290,52,396
5000,reels,415,178,51
5001,reels,401,40,262
5002,reels,608,36,278
5003,reels,707,207,365
5004,carousel,611,50,426
5005,carousel,509,86,69
5006,reels,282,127,38
5007,static_image,749,290,22
5008,carousel,708,120,255
5009,carousel,93,117,398
5010,carousel,206,75,266
5011,reels,380,203,397
5012,static_image,736,207,19
5013,static_image,833,153,262
5014,carousel,735,217,291
5015,carousel,91,107,311
5016,carousel,263,122,308
5017,reels,57,183,369
5018,carousel,645,193,270
5019,carousel,456,113,87
5020,static_image,57,149,146
5021,static_image,433,266,208
5022,carousel,904,108,396
5023,static_image,312,176,110
5024,reels,969,138,211
5025,carousel,716,151,241
5026,carousel,506,267,404
5027,reels,259,99,67
5028,carousel,446,59,390
5029,carousel,254,296,386
5030,static_image,355,114,463
5031,static_image,887,160,194
5032,reels,105,122,300
5033,reels,272,266,22
5034,reels,62,115,434
5035,carousel,931,175,115
5036,reels,787,203,378
5037,reels,518,205,318
5038,carousel,992,256,255
5039,static_image,661,151,417
5040,static_image,927,132,49
5041,static_image,159,5,446
5042,carousel,684,30,448
5043,carousel,330,5,165
5044,reels,440,295,91
5045,carousel,104,193,120
5046,static_image,245,221,389
5047,reels,127,148,223
5048,static_image,72,157,404
5049,carousel,970,66,164
5050,carousel,319,238,486
5051,carousel,173,20,460
5052,reels,228,12,67
5053,carousel,792,125,243
5054,static_image,761,290,149
5055,reels,73,293,255
5056,carousel,798,83,120
5057,carousel,457,198,25
5058,carousel,559,226,435
5059,reels,472,94,16
5060,static_image,968,27,346
5061,carousel,838,148,373
5062,reels,786,250,113
5063,reels,74,144,456
5064,carousel,290,234,424
5065,carousel,715,27,457
5066,static_image,905,227,296
5067,static_image,550,123,376
5068,static_image,98,151,196
5069,carousel,662,193,243
5070,reels,607,88,201
5071,static_image,973,195,381
5072,static_image,603,79,174
5073,static_image,704,182,218
5074,carousel,644,210,200
5075,reels,405,154,85
5076,static_image,819,258,355
5077,static_image,467,189,231
5078,carousel,666,134,463
5079,carousel,390,188,340
5080,reels,511,281,451
5081,static_image,218,26,185
5082,static_image,990,79,316
5083,reels,603,86,445
5084,static_image,192,110,432
5085,static_image,455,46,431
5086,reels,951,62,266
5087,static_image,92,271,63
5088,static_image,54,135,488
5089,static_image,730,89,388
5090,carousel,750,176,260
5091,carousel,383,196,290
5092,reels,585,206,122
5093,static_image,409,213,362
5094,carousel,281,237,89
5095,static_image,966,101,376
5096,carousel,964,263,419
5097,carousel,557,78,478
5098,carousel,761,161,133
5099,reels,360,112,287
5100,static_image,148,102,22
5101,carousel,81,156,71
5102,carousel,240,41,44
5103,reels,513,65,226
5104,reels,727,211,15
5105,static_image,661,158,185
5106,reels,433,111,165
5107,reels,684,249,335
5108,static_image,657,26,357
5109,reels,82,260,173
5110,reels,81,135,368
5111,reels,931,201,395
5112,static_image,838,55,226
5113,static_image,651,184,495
5114,static_image,552,18,204
5115,carousel,549,49,253
5116,reels,606,52,52
5117,carousel,791,53,242
5118,reels,817,177,133
5119,static_image,530,22,175
5120,reels,615,236,120
5121,static_image,470,53,15
5122,static_image,181,19,488
5123,static_image,505,40,267
5124,carousel,524,145,366
5125,static_image,447,279,344
5126,static_image,99,134,309
5127,carousel,764,269,261
5128,carousel,973,236,160
5129,carousel,90,153,317
5130,reels,486,61,361
5131,carousel,907,44,111
5132,reels,547,132,12
5133,reels,844,95,405
5134,reels,94,159,103
5135,carousel,398,257,127
5136,static_image,505,64,61
5137,carousel,192,72,389
5138,static_image,626,17,234
5139,reels,425,225,20
5140,static_image,587,193,335
5141,static_image,158,219,252
5142,carousel,335,228,295
5143,static_image,482,39,43
5144,carousel,319,188,253
5145,reels,569,129,474
5146,carousel,173,17,92
5147,carousel,634,100,350
5148,carousel,506,284,201
5149,static_image,319,249,44
5150,static_image,239,216,69
5151,static_image,90,123,113
5152,carousel,357,73,392
5153,static_image,450,10,200
5154,carousel,572,11,67
5155,static_image,731,141,309
5156,static_image,59,160,460
5157,carousel,377,129,450
5158,reels,870,114,106
5159,static_image,536,249,255
5160,carousel,151,93,208
5161,static_image,698,282,449
5162,carousel,199,70,449
5163,static_image,198,39,254
5164,static_image,124,294,94
5165,carousel,691,216,439
5166,static_image,420,120,433
5167,reels,466,35,395
5168,reels,93,169,409
5169,reels,78,103,353
5170,static_image,432,205,240
5171,static_image,906,120,393
5172,carousel,540,265,465
5173,reels,711,85,133
5174,static_image,583,152,264
5175,carousel,493,20,223
5176,carousel,625,48,370
5177,carousel,841,25,199
5178,reels,452,148,247
5179,static_image,876,179,165
5180,static_image,669,172,480
5181,reels,925,245,271
5182,reels,445,291,482
5183,static_image,669,298,80
5184,reels,395,51,364
5185,reels,400,277,274
5186,static_image,696,37,138
5187,static_image,324,143,457
5188,reels,658,267,126
5189,reels,999,170,474
5190,carousel,629,102,188
5191,reels,246,176,275
5192,static_image,471,147,145
5193,static_image,484,101,403
5194,static_image,961,76,420
5195,static_image,352,102,361
5196,static_image,420,282,293
5197,reels,259,241,307
5198,static_image,227,65,380
5199,static_image,947,154,336
5200,carousel,260,177,103
5201,static_image,879,259,201
5202,carousel,451,252,377
5203,reels,631,240,285
5204,reels,199,135,320
5205,carousel,308,68,202
5206,static_image,452,6,44
5207,carousel,881,135,485
5208,reels,515,286,308
5209,reels,573,295,225
5210,carousel,322,31,228
5211,static_image,551,60,253
5212,reels,446,165,71
5213,carousel,235,67,195
5214,carousel,92,40,152
5215,carousel,611,279,147
5216,carousel,852,54,483
5217,static_image,753,221,114
5218,carousel,962,295,40
5219,carousel,164,177,329
5220,static_image,333,150,230
5221,carousel,286,117,326
5222,static_image,634,141,485
5223,static_image,412,126,87
5224,carousel,616,167,400
5225,carousel,225,201,114
5226,static_image,681,13,498
5227,carousel,143,297,389
5228,static_image,326,253,73
5229,carousel,302,213,123
5230,carousel,520,89,466
5231,carousel,989,117,153
5232,carousel,53,127,353
5233,reels,495,202,238
5234,carousel,287,56,443
5235,carousel,468,232,236
5236,carousel,806,201,445
5237,static_image,818,199,21
5238,static_image,833,144,115
5239,static_image,553,228,414
5240,static_image,400,169,20
5241,reels,569,203,439
5242,reels,671,110,200
5243,carousel,770,44,317
5244,static_image,749,198,96
5245,reels,262,116,170
5246,reels,464,145,137
5247,static_image,347,123,204
5248,static_image,948,245,22
5249,static_image,626,129,340
5250,static_image,116,236,375
5251,carousel,448,297,186
5252,reels,440,15,261
5253,reels,791,233,475
5254,reels,141,228,140
5255,reels,284,142,197
5256,reels,540,85,96
5257,carousel,924,269,316
5258,static_image,879,105,443
5259,carousel,440,191,34
5260,carousel,142,86,57
5261,static_image,762,288,35
5262,reels,131,273,487
5263,reels,513,81,160
5264,carousel,929,228,152
5265,carousel,284,214,169
5266,carousel,583,39,128
5267,carousel,685,31,303
5268,static_image,851,95,157
5269,static_image,531,221,468
5270,carousel,291,13,423
5271,carousel,667,44,44
5272,carousel,325,96,283
5273,carousel,847,241,293
5274,reels,790,96,88
5275,static_image,241,130,412
5276,carousel,383,92,402
5277,reels,575,15,266
5278,static_image,966,34,211
5279,carousel,221,29,250
5280,carousel,916,72,133
5281,static_image,904,193,303
5282,reels,523,130,242
5283,carousel,777,61,375
5284,carousel,215,26,44
5285,reels,189,5,157
5286,reels,591,255,356
5287,reels,613,282,381
5288,reels,960,273,248
5289,static_image,582,186,412
5290,static_image,641,212,394
5291,reels,586,213,95
5292,static_image,928,260,74
5293,carousel,261,42,317
5294,reels,912,157,69
5295,static_image,975,216,205
5296,reels,356,196,22
5297,reels,548,106,394
5298,carousel,270,227,406
5299,static_image,818,80,240
5300,static_image,859,76,342
5301,reels,455,130,82
5302,carousel,972,121,472
5303,reels,308,254,214
5304,reels,779,243,200
5305,carousel,524,71,222
5306,carousel,301,79,469
5307,static_image,994,56,161
5308,reels,104,184,248
5309,reels,958,226,49
5310,static_image,351,186,430
5311,static_image,614,249,30
5312,reels,119,185,179
5313,carousel,367,264,94
5314,carousel,153,79,391
5315,static_image,625,143,40
5316,carousel,571,116,332
5317,static_image,430,17,239
5318,reels,392,240,187
5319,static_image,384,150,198
5320,carousel,870,269,309
5321,carousel,954,229,398
5322,reels,493,268,28
5323,static_image,848,285,383
5324,static_image,629,264,44
5325,carousel,894,198,179
5326,static_image,781,230,384
5327,static_image,700,141,83
5328,carousel,830,105,57
5329,static_image,443,146,211
5330,carousel,92,27,165
5331,carousel,186,104,224
5332,static_image,248,218,419
5333,carousel,487,285,300
5334,reels,988,112,10
5335,carousel,217,24,145
5336,static_image,544,38,122
5337,reels,987,89,483
5338,static_image,555,63,50
5339,static_image,520,180,325
5340,static_image,431,245,499
5341,reels,640,290,290
5342,static_image,388,172,279
5343,carousel,733,271,359
5344,reels,875,130,125
5345,carousel,494,252,149
5346,reels,571,158,265
5347,static_image,464,31,497
5348,static_image,357,136,64
5349,carousel,618,119,442
5350,carousel,951,132,247
5351,carousel,998,55,367
5352,static_image,567,190,221
5353,static_image,459,219,300
5354,reels,356,46,134
5355,carousel,688,251,495
5356,static_image,117,165,484
5357,carousel,496,212,427
5358,reels,207,217,252
5359,carousel,391,194,70
5360,reels,291,254,460
5361,reels,1000,207,311
5362,carousel,465,225,444
5363,carousel,343,129,322
5364,carousel,394,86,316
5365,reels,657,197,446
5366,carousel,153,47,52
5367,static_image,58,81,286
5368,reels,554,52,488
5369,static_image,713,82,36
5370,carousel,532,95,26
5371,carousel,348,192,357
5372,static_image,990,187,351
5373,static_image,139,25,94
5374,reels,388,56,29
5375,static_image,134,25,324
5376,carousel,891,103,414
5377,carousel,968,205,431
5378,reels,160,141,313
5379,reels,680,274,46
5380,static_image,341,75,43
5381,reels,670,138,90
5382,static_image,844,268,59
5383,reels,671,119,362
5384,reels,82,206,446
5385,reels,730,88,365
5386,reels,879,236,193
5387,static_image,363,155,344
5388,static_image,884,210,224
5389,carousel,863,163,351
5390,reels,265,128,246
5391,carousel,770,84,28
5392,carousel,110,65,85
5393,carousel,509,69,86
5394,static_image,125,149,404
5395,reels,754,168,306
5396,carousel,785,251,232
5397,reels,175,287,383
5398,static_image,359,112,468
5399,reels,721,22,196
5400,carousel,450,103,186
5401,carousel,100,21,440
5402,reels,448,100,426
5403,reels,524,208,411
5404,static_image,933,170,240
5405,carousel,885,172,391
5406,static_image,482,166,500
5407,static_image,938,99,13
5408,carousel,306,217,57
5409,reels,946,176,85
5410,carousel,955,76,132
5411,static_image,668,258,500
5412,reels,979,108,379
5413,carousel,477,24,404
5414,carousel,696,189,374
5415,reels,869,195,182
5416,carousel,157,252,405
5417,static_image,256,113,85
5418,reels,746,263,150
5419,static_image,450,275,312
5420,static_image,998,105,232
5421,static_image,869,25,242
5422,static_image,655,285,158
5423,static_image,823,238,32
5424,reels,390,14,218
5425,static_image,692,37,252
5426,reels,524,297,128
5427,reels,904,119,240
5428,reels,357,24,428
5429,carousel,734,135,212
5430,reels,54,276,127
5431,carousel,277,235,132
5432,reels,52,225,34
5433,carousel,871,145,284
5434,static_image,476,13,266
5435,static_image,863,161,403
5436,static_image,729,31,264
5437,static_image,268,278,348
5438,static_image,344,64,447
5439,carousel,997,204,297
5440,static_image,386,95,289
5441,static_image,255,12,360
5442,reels,131,173,341
5443,carousel,541,15,60
5444,carousel,817,137,96
5445,static_image,349,136,222
5446,carousel,977,223,114
5447,static_image,217,190,59
5448,reels,366,282,364
5449,static_image,704,40,49
5450,carousel,944,67,446
5451,carousel,295,38,408
5452,reels,233,63,401
5453,reels,395,67,266
5454,static_image,526,266,72
5455,reels,734,147,412
5456,carousel,414,52,190
5457,carousel,447,101,289
5458,reels,792,14,476
5459,static_image,873,49,42
5460,carousel,199,180,92
5461,static_image,884,278,109
5462,reels,996,184,25
5463,reels,923,204,415
5464,reels,156,267,407
5465,reels,267,90,107
5466,static_image,702,252,406
5467,static_image,815,39,391
5468,carousel,904,258,295
5469,reels,446,169,338
5470,reels,253,26,28
5471,reels,242,6,302
5472,reels,67,195,342
5473,reels,475,8,171
5474,reels,137,73,441
5475,carousel,658,271,297
5476,carousel,657,74,252
5477,reels,616,287,381
5478,reels,172,21,412
5479,static_image,374,130,169
5480,static_image,891,222,160
5481,carousel,929,59,38
5482,reels,730,75,366
5483,reels,885,199,88
5484,reels,398,215,48
5485,static_image,422,43,265
5486,reels,806,158,218
5487,carousel,76,150,177
5488,carousel,778,52,455
5489,carousel,587,56,195
5490,carousel,147,140,403
5491,reels,375,68,103
5492,static_image,267,45,128
5493,carousel,333,164,440
5494,static_image,822,282,477
5495,carousel,881,286,488
5496,static_image,941,284,162
5497,static_image,723,157,61
5498,reels,820,25,169
5499,reels,145,175,147
5500,static_image,103,75,45
5501,carousel,652,7,64
5502,reels,93,245,424
5503,reels,465,282,64
5504,reels,212,292,468
5505,carousel,133,176,96
5506,carousel,714,296,368
5507,carousel,695,13,250
5508,carousel,796,69,96
5509,static_image,891,265,132
5510,reels,55,272,458
5511,reels,640,101,262
5512,static_image,293,35,230
5513,carousel,677,203,108
5514,static_image,349,181,79
5515,reels,654,215,476
5516,static_image,344,142,137
5517,static_image,926,68,371
5518,reels,311,259,10
5519,carousel,465,102,392
5520,reels,757,70,305
5521,carousel,883,66,353
5522,carousel,185,25,128
5523,carousel,812,28,384
5524,carousel,750,207,78
5525,carousel,333,62,304
5526,carousel,717,112,377
5527,carousel,899,12,221
5528,carousel,399,110,238
5529,carousel,200,68,454
5530,reels,382,215,203
5531,static_image,581,145,237
5532,static_image,256,79,115
5533,reels,411,101,455
5534,static_image,928,129,260
5535,reels,330,228,35
5536,reels,53,226,247
5537,carousel,112,35,393
5538,reels,586,153,114
5539,reels,163,152,82
5540,reels,336,95,228
5541,carousel,534,276,43
5542,static_image,515,183,165
5543,static_image,279,235,112
5544,static_image,934,146,439
5545,reels,449,143,92
5546,reels,275,229,473
5547,carousel,67,125,340
5548,reels,443,117,495
5549,static_image,571,79,66
5550,reels,788,194,277
5551,reels,756,55,149
5552,static_image,578,163,392
5553,reels,70,37,300
5554,carousel,297,149,139
5555,carousel,825,289,448
5556,static_image,638,276,481
5557,carousel,692,259,280
5558,carousel,202,15,177
5559,static_image,838,288,224
5560,static_image,399,5,256
5561,carousel,241,60,385
5562,reels,788,222,138
5563,static_image,873,144,310
5564,carousel,693,210,352
5565,static_image,628,293,192
5566,carousel,439,246,329
5567,carousel,961,130,176
5568,carousel,928,177,192
5569,reels,827,128,282
5570,reels,554,121,230
5571,static_image,66,44,62
5572,static_image,967,75,128
5573,reels,937,27,114
5574,reels,472,278,388
5575,carousel,155,285,235
5576,static_image,188,118,387
5577,carousel,273,194,59
5578,carousel,312,10,480
5579,static_image,468,66,153
5580,static_image,652,235,467
5581,carousel,145,179,482
5582,carousel,676,65,57
5583,reels,860,279,392
5584,static_image,829,128,32
5585,reels,755,146,287
5586,carousel,723,8,484
5587,reels,886,115,417
5588,reels,958,174,61
5589,carousel,565,122,483
5590,static_image,334,5,228
5591,static_image,407,187,395
5592,reels,619,89,23
5593,static_image,149,297,20
5594,static_image,331,103,98
5595,carousel,289,28,385
5596,carousel,250,112,111
5597,carousel,352,240,41
5598,static_image,510,120,326
5599,carousel,82,65,381
5600,static_image,259,192,331
5601,reels,904,226,88
5602,static_image,114,86,252
5603,reels,57,92,201
5604,carousel,595,94,360
5605,reels,161,48,401
5606,carousel,266,42,88
5607,reels,161,227,127
5608,static_image,882,90,146
5609,static_image,582,289,462
5610,static_image,593,173,463
5611,reels,211,277,348
5612,static_image,270,234,227
5613,carousel,675,232,152
5614,reels,316,114,484
5615,static_image,867,15,110
5616,reels,352,197,405
5617,static_image,526,51,457
5618,static_image,168,69,471
5619,carousel,285,278,496
5620,carousel,623,250,212
5621,static_image,644,74,37
5622,static_image,234,280,458
5623,carousel,868,69,133
5624,carousel,570,283,462
5625,carousel,297,280,292
5626,carousel,397,273,285
5627,carousel,315,138,180
5628,static_image,189,96,32
5629,reels,552,110,81
5630,carousel,765,50,275
5631,carousel,689,231,46
5632,reels,788,284,51
5633,static_image,828,169,245
5634,carousel,747,146,443
5635,reels,80,21,401
5636,carousel,848,18,406
5637,static_image,757,17,451
5638,static_image,81,47,175
5639,carousel,825,46,52
5640,static_image,244,251,497
5641,carousel,499,280,341
5642,reels,108,18,378
5643,carousel,411,165,204
5644,static_image,167,263,340
5645,reels,820,154,143
5646,carousel,137,284,426
5647,carousel,664,300,286
5648,reels,344,256,277
